chasenorman__CanonicalLean	A Lean tactic for Canonical, a search procedure for terms in dependent type theory.
chrisflav__bruhat-tits	The Bruhat–Tits tree
chrisflav__proetale	Proétale cohomology in Lean
Clap-lang__clap-lean	Implementation of the Clap language for ZK Circuits in the Lean proof-assistant
cmu-l3__llmlean	LLMs + Lean, on your laptop or in the cloud
codyroux__traat-lean	Selected lemmas from Term Rewriting and All That
compiler64__category-theory-notes	Notes for the category theory class I'm teaching at MIT (Jan 2026)
cryspen__hax-lean	Hax Lean library (automatically generated from cryspen/hax)
ctchou__AutomataTheory	Automata theory
dagurtomas__lean-solid	Solid abelian groups
dagurtomas__LeanCondensed	Additional work on condensed mathematics by the author of Mathlib's condensed-mathematics library
dannypsnl__violet-legacy	A programming language, half theorem prover
dappalumbo91__FSOT-2.1-Lean	Lean 4 formalization of Fluid Spacetime Omni-Theory (FSOT) 2.1 by Damian Arthur Palumbo
datokrat__lean-iterators	In this repository, I work on the Lean iterator library that is supposed to become part of the standard library.
DavePearce__LeanEVM	A toy implementation of the EVM in Lean4.
davidturturean__erdos-870	Erdős Problem #870: paper and sorry-free, axiom-clean Lean 4 formalization.
Deducteam__lean2dk	WIP translation from Lean to Dedukti
DhyeyMavani2003__chip-firing-with-lean	Chip-firing games and Riemann–Roch for graphs
DiagonaLean__DiagonaLean	A compositional toolkit for mechanised undecidability in Lean 4.
digama0__ast_export	AST export from Lean 4
digama0__lean4lean	Lean 4 kernel / 'external checker' written in Lean 4
digama0__mm0	Metamath Zero/One formal specifications and examples, including arithmetic and metatheory
djvelleman__HTPILeanPackage	How To Prove It companion
Dominique-Lawson__Directed-Topology-Lean-4	Directed topology
draperlaboratory__ELFSage	A toy ELF parser/validator
dududuguo__HighDimProb	High-dimensional probability, random matrices, concentration
dupuisf__BibtexQuery	A simple command-line bibtex query utility written in Lean 4
dwrensha__animate-lean-proofs	tool for turning Lean proofs into Blender animations
dwrensha__Chess.lean	Chess in Lean 4
dwrensha__compfiles	Catalog of formalized competition problems
dwrensha__lean4-maze	maze game encoded in Lean 4 syntax
dwrensha__Rupert.lean	The Rupert problem for convex polyhedra; with jcreedcmu/Noperthedron
dwrensha__tryAtEachStep	Try a tactic at each step in a Lean proof.
ecyrbe__lean-redis	full featured async redis client for lean 4
ecyrbe__lean-units	lean physical unit system, SI international
edwin1729__bppl-logic	Probabilistic Separation Logic
ejgallego__imp-lab	Lean playground for programming language modeling tooling.
ejgallego__lean-beam	Claude/Codex skill and local workflow layer for efficient interaction with Lean 4 and Monte-Carlo Tree Search.
elazarg__GameTheory	Formalization of Game Theory in Lean4
ElifUskuplu__Stlc_deBruijn	Simply Typed Lambda Calculus with de Bruijn indices
ElNando888__KrafftSieve	Formal Verification of the Krafft Geometry and the Additive Sieve Architecture
emilyriehl__infinity-cosmos	∞-cosmos theory over Mathlib's quasicategories; formal ∞-category theory
emilyriehl__ReintroductionToProofs	A game introducing proofs, dependent type theory, and Lean prepared for a first year seminar course at Johns Hopkins in Fall 2025.
eric-wieser__lean-matrix-cookbook	The Matrix Cookbook, proved
eshelyaron__lean4-bdd	Binary Decision Diagrams in Lean 4
etheorem__etheorem	A Lean 4 implementation of the Ethereum consensus specification for the Fulu and Gloas forks.
etheorem__LeanSha256	Pure-Lean SHA-256 reference implementation: NIST CAVP-validated, kernel-reducible, no FFI.
facebookresearch__abel	Proof-search systems and their corpora
facebookresearch__algebraic-combinatorics	Automatic formalization of Grinberg's Algebraic Combinatorics
facebookresearch__atlas-lean	ATLAS Autoformalized Textbook Library At Scale
facebookresearch__autoform-bot	ATLAS formalization pipeline and textbook-formalization research code; use to locate generated corpora and source projects
facebookresearch__Evariste	HyperTree Proof Search for Neural Theorem Proving -- "La science est l'œuvre de l'esprit humain, qui est plutôt destiné à étudier qu'à connaître, à chercher qu'à trouver la vérité."
facebookresearch__LeanUniverse	Index and manager of Lean libraries and datasets
facebookresearch__repoprover	Research code base for Automatic Textbook Formalization
fgdorais__algebra4	Algebra library for Lean 4
fgdorais__extra4	Supplements to the Lean 4 Standard Library
fgdorais__lean4-parser	Parser Combinator Library for Lean 4
fgdorais__lean4-unicode-basic	Basic Unicode support for Lean 4
fgdorais__logic4	Logic Library for Lean 4
flypitch__flypitch	Independence of the continuum hypothesis (Lean 3)
flyspeck__flyspeck	HOL Light formalization of the Kepler conjecture, together with the supporting geometry and analysis
formal-applied-math__formal-mathfin	Mathematical finance: Black–Scholes, Itô calculus, FTAP, Girsanov
formal-land__rocq-of-rust	Formal definitions of Rust types, traits, integer operations, and control flow in Rocq, used to verify Rust programs
FormalizedFormalLogic__Arithmetization	Formalization of Arithmetization of Mathematics/Metamathematics
FormalizedFormalLogic__Foundation	Mathematical logic: completeness, incompleteness, provability logic
FormalizedFormalLogic__Incompleteness	Incompleteness theorems; with FormalizedFormalLogic/ProvabilityLogic
FormalizedFormalLogic__ProvabilityLogic	Lean 4 Mechanization about Provability Logics
formalproofs__MDPLib	Formalization of MDP Theory
fplaunchpad__sal	Multimodal verification of Replicated Data Types in Lean
fpvandoorn__BonnAnalysis	Bonn collaborative analysis seminar (distributions, duality)
fpvandoorn__BonnLeanSeminar	Past contents of Lean Seminars in Bonn
fpvandoorn__carleson	Carleson's theorem
fpvandoorn__HausdorffSchoolLean	Repository for the September 2023 Hausdorff School on Lean
fpvandoorn__LeanCourse24	Bonn Lean course for winter 24/25
fpvandoorn__LogicColloquiumTutorial	The Lean tutorial for Logic Colloquium 2023
fpvandoorn__sard	Work towards a general version of Sard's theorem in Lean 4
fraware__leanverifier	Framework for specifying and proving properties—such as robustness, fairness, and interpretability—of machine learning models using Lean 4.
FredRaj3__SemicircleLaw	Wigner's semicircle law
frenzymath__FATE-H	The FATE-H (Formal Algebra Theorem Evaluation-Hard) benchmark.
frenzymath__FATE-M	The FATE-M (Formal Algebra Theorem Evaluation - Medium) benchmark.
frenzymath__jixia	A static analysis tool for Lean 4.
frenzymath__reap	General neural tactic for Lean 4
functionally__crypto-lean4	Implementation of various cryptographic functions in Lean4
funexists__raylean	Lean4 bindings for raylib
fushanbobfan__proofnet-ir	Verified proof-geometry IR experiments for AI-guided theorem proving in Lean 4
GaloisInc__zkLean	zkLean is a domain specific language (DSL) in Lean for specifying zero-knowledge statements
GasStationManager__ArtificialAlgorithms	Verified algorithms implemented and proved by AIs
GasStationManager__CodeProofTheArena	Lean coding problem solving challenge website with proof verification
GasStationManager__FormalizeWithTest	Autoformalization of coding problems, verified with test cases
GasStationManager__LeanTool	A "code intepreter" for Lean
GasStationManager__SafeVerify	A Lean4 script for robustly verifying submitted proofs of theorems and implementations of functions
gdncc__Cryptography	Lean 4 programming language and theorem prover cryptography experiments
gebner__hott3	HoTT (Lean 3)
GeoCoq__GeoCoq	Synthetic geometry from Tarski-style axioms, with Euclidean, Hilbert, parallel-postulate, and algebraic geometry developments
girafe-ai__lean-course	Course on theorem proving with Lean
girving__bottcher	Verified computation of the Mandelbrot set Böttcher series
girving__interval	Verified floating-point interval arithmetic
girving__ray	Mandelbrot-set results
girving__ray-render	Verified renders of the Mandelbrot set
girving__series	Power series arithmetic, with related formalizations of Böttcher series and verified Mandelbrot rendering
glams-lean-2024__formal-2024	Course repository for GlaMS - Formalising Mathematics in Lean (2024)
goens__lean-hoare	Hoare Logic in Lean
goens__lost-pop-lean	POP Memory Model in Lean
google-deepmind__alphaproof-nexus-results	AlphaProof-generated Lean proofs with prose companions
google-deepmind__debate	AI-generated formalized conjecture and theorem statement bank
google-deepmind__formal-conjectures	Formalized conjecture statements
google-deepmind__formal-imo	IMO problem statements; with google-deepmind/formal-putnam-like, google-deepmind/miniF2F, and google-deepmind/debate
google-deepmind__formal-putnam-like	Formalized Putnam-like olympiad problems and companion statements
google-deepmind__miniF2F	Formalized miniF2F benchmark statements and proofs in Lean
Hagb__lean-groebner	Gröbner bases, independent development
HannahSantos__FMCn_Lean	Repositório destinado às práticas de Lean4 da Monitoria de FMCn.
hanwenzhu__LeanArchitect	LeanArchitect extracts a blueprint directly from Lean source.
hanwenzhu__miller-rabin	Miller–Rabin primality test
Happyves__BerLean_Workshop	Repo for the first BerLean workshop.
hargoniX__cpdt-lean	Lean implementations of things found in Certified Programming with Dependent Types
hargoniX__crup	A Checker for RUP proofs written in Lean 4
hargoniX__Leanwuzla	Connecting bv_decide to SMTLIB.
hargoniX__mini-redis	An implementation of mini-redis in Lean 4
hargoniX__socket.lean	sockets for Lean 4
hargup__lean-http-client	A Curl wrapper written in Lean 4 to be used as a http-client in lean 4 projects
haskell-spec__haskell-spec	Formal specification of the Haskell Language Report
hawkrobe__linglib	A Lean 4 library for formal linguistics: semantics, syntax, pragmatics, morphology, phonology, and processing — formalized across competing frameworks for high interconnection density.
Hayata-Yamasaki-Group__lean-quantum	Quantum information and computation; with inQWIRE/quantumlib
hdmkindom__mathmatic_in_elementary_number_th	初等数论讲义的形式化证明 by lean4
henryrobbins__flare	Official implementation of "FLARE: Verifying MILP Reformulations with LLM-Based Formal Proof Synthesis"
hhu-adam__lean-i18n	i18n library for Lean.
hhu-adam__lean4web-tools	Helper tool for projects run in lean4web
hhu-adam__Robo	A game for learning Lean 4 where a cute little smart-elf joins you on your exploration of the Leaniverse.
HOL-Theorem-Prover__HOL	HOL4 libraries covering higher-order logic, algebra, analysis, semantics, and large formal developments
HOLMS-lib__HOLMS	HOL Light Library for Modal Systems: Kripke semantics, normal modal logics, labelled calculi, completeness and verified proof search
HoTT-Intro__Agda	Section-by-section Agda formalization of Rijke's Introduction to Homotopy Type Theory
HoTT__Coq-HoTT	Homotopy type theory in Rocq/Coq
hrmacbeth__math2001	Proof-writing course, paper and Lean
hwatheod__galeshapley-lean	Formalization in Lean of some results related to stable matchings and the Gale-Shapley algorithm
iasakura__lean-yjs	Lean-Yjs: Formal Verification of Yjs Integration Algorithm
IBM__FormalML	General probability in Rocq/Coq, including sigma-algebras, expectation, conditional expectation and martingales, with applications to stochastic approximation and reinforcement learning
igrep__lean-workshop	SF.lean勉強会でigrepが書いたコードの記録
imbrem__debruijn-ssa	A formalization of SSA in Lean 4
imbrem__discretion	Utilities for formalizing programming languages in Lean 4, along with other tidbits
ImperialCollegeLondon__condensed-sets	Early condensed mathematics (Lean 3)
ImperialCollegeLondon__FLT	Ongoing Fermat's Last Theorem formalization with substantial commutative algebra, dimension theory, and number theory
ImperialCollegeLondon__formalising-mathematics-2024	Formalising Mathematics; a course for undergraduate mathematicians. Ran between January and March 2024.
ImperialCollegeLondon__IUM	Lean formalisation of parts of Imperial College London's Introduction to University Mathematics course
ImperialCollegeLondon__LAGinLean2024	Questions related to Imperial College's Linear Algebra and Groups course running in November and December 2024.
ImperialCollegeLondon__M1F-explained	A computer formalisation of parts of Martin Liebeck's book "a concise introduction to pure mathematics"
input-output-hk__CardanoLedgerApiBlaster	Cardano Ledger Api providing the necessary types and predicates to prove Plutus smart contracts with Blaster
input-output-hk__Lean-blaster	SMT-based reasoning core for Lean4
input-output-hk__PlutusCoreBlaster	Plutus Core, CEK Machine in Lean 4, tailored for Blaster usage
inQWIRE__LeanQuantum	A Quantum Computing Library in LEAN
inQWIRE__QuantumLib	Reusable quantum-computing mathematics in Rocq/Coq: complex matrices, finite groups, subspaces, permutations, measurement and quantum operations
int-y1__proofs	random proofs in lean 4
intgrah__qdt	Query-based Dependent Type Elaborator
ionathanch__CBPV	Lean 4 mechanization of assorted CBPV metatheory.
ionathanch__MutualInduction	A mutual induction tactic for Lean 4.
iris__iris	Iris higher-order concurrent separation logic and program logic, including ghost-state constructions and proof automation
iris__stdpp	General-purpose Rocq definitions for data structures, finite maps, and algebra, used by Iris and independently reusable
isabelle-prover__mirror-afp-devel	Archive of Formal Proofs (AFP): a large Isabelle library spanning pure mathematics, algorithms, semantics, verification, and scientific applications
isabelle-prover__mirror-isabelle	Isabelle/HOL libraries covering logic, sets, algebra, analysis, topology, number theory, probability, and foundational theories
ISTA-PLV__coinductive	Co-inductive datatypes for Lean
itsalissonsilva__lean-ml	Formally verified machine learning in Lean 4.
Ivan-Sergeyev__seymour	Seymour's decomposition theorem for regular matroids
ivankobe__FactorizationSystems	Factorization systems
ixaxaar__monoid.space	Learn pure math with agda :rocket:
Izzimach__EffSpec-lean	Effect monads with specifications (DIjkstra Monads) in Lean 4
Izzimach__lean-glfw	C bindings and marshalling to use GLFW and OpenGL from the lean4 theorem prover
jaalonso__Calculemus2	Proof exercises in Lean4 and Isabelle/HOL
jaalonso__Calculemus2_es	Ejercicios de demostración con Lean4 e Isabelle/HOL.
JadAbouHawili__KnightsAndKnaves-Lean4Game	Knights and Knaves Educational Game in Lean 4
JadAbouHawili__Raymond-Smullyan-KnightsAndKnaves	Formalization and solution of knights and knaves puzzles in lean 4
James-Hanson__junk-theorems-in-lean	A small collection of formally verified junk theorems provable in Lean4 + Mathlib.
JamesGallicchio__http	Basic HTTP definitions and parsing for Lean
JamesGallicchio__LeanColls	WIP collections library for Lean 4
JasonShroyer__sgc-lean	Lean 4 library characterizing the algebraic structure of metastability and consolidation in stochastic systems
jcreedcmu__Noperthedron	The Noperthedron does not have Rupert Property: a proof in Lean4
jessealama__lint-llm-proofs	Lean 4 linters for LLM-generated proof patterns
jessealama__thales	TypeScript compiler and JavaScript engine in Lean
jeswr__RDF.lean	An RDF Library for Lean4
jimscarver__quantum-logical-framework	quantum genesis constructive possibilist quantum logical synthesis
JJYYY-JJY__lean-normal-forms	Executable Hermite and Smith normal forms over Euclidean domains, with proofs relating them to Mathlib's definitions
JLimperg__regensburg-itp-school-2023	Materials for my lecture at the 2023 International School on Interactions of Proof Assistants and Mathematics in Regensburg
JobPetrovcic__ArtinWedderburn	Artin–Wedderburn theorem
joehendrix__lean-crypto	Cryptographic routines for the Lean 4 language
JokerXin2025__Calculus_21	An Universe for Mitar —— Classical Calculus
jonhanke__quadratic_forms_in_lean	Quadratic forms, with Cassels references and a small collection of definitions
josephmckinsey__Flean	Floating-point numbers, replacing Mathlib.Data.FP; with Beneficial-AI-Foundation/FloatSpec
JOSHCLUNE__LeanHammer	LeanHammer is an automated reasoning tool for Lean that brings together multiple proof search and reconstruction techniques and combines them into one tool.
JoshuaPurtell__lithe	simple web service in lean4
jrh13__hol-light	HOL Light and its mathematical library: analysis, topology, geometry, algebra, number theory, and related foundational material
jsm28__AperiodicMonotilesLean	Formalization of the aperiodic monotiles known as the hat and spectre
jsm28__IMOLean	Suggested conventions and examples for Lean formalization of IMO problem statements
jtristan__UnicodeSkipListTable	A library to create and use Unicode tables based on the skip list data structure.
jtristan__UnicodeSkipListTableExample	A library that shows how to use the Unicode skip list tables generation tool to create a table to test if a codepoint is numeric.
juhp__curl-json-lean	curljson: a small Lean4 library to fetch JSON with libCurl
JulsDE__MRiscX	A certified RISC-V Interpreter with Hoare-logic in Lean
Jun2M__Main-theorem-of-polytopes	Main theorem of polytopes
jwiegley__category-theory	Large axiom-free category-theory development: categories, functors, adjunctions, (co)limits, Kan constructions, monads/comonads and related structures
katydid__regex-deriv-lean	Proofs written in Lean4 for the core katydid validation algorithm
katydid__regex-deriv-reproving-agda-in-lean	Symbolic and Automatic Differentiation of Languages in Lean
katzenpost__crypt_walker	Lean and Rust based cryptographic protocol framework for formally proving protocol properties
kbuzzard__ClassFieldTheory	2025 Clay Summer School project on class field theory
kbuzzard__FilterGame	An interactive game introducing the concept of a filter.
kckennylau__EllipticCurve	Toward a general definition of elliptic curves over schemes
kebekus__ProjectVD	Value distribution theory (Nevanlinna)
keilambda__eocia-lean	Essentials of Compilation: An Incremental Approach in Lean 4
keilambda__ttfpi	"Type Theory and Formal Proof: An Introduction" book formalization in Lean
kim-em__erdos-unit-distance	Alpöge's disproof of the uniform-constant Erdős unit-distance conjecture; the Palomar example submission
kim-em__hex-dev	The development monorepo: SPEC/SPEC.md, SPEC/design-principles.md, PLAN.md, libraries.yml, bench/, conformance/
kim-em__lean-category-theory	Early category-theory development later incorporated into Mathlib
kim-em__lean-training-data	Tooling to extract training data from Lean projects
kim-em__TauCetiWorker	The contributor agent loop (uv tool install git+https://github.com/kim-em/TauCetiWorker, then tauceti work --loop); reference implementation of a roadmap-driven Lean worker
KisaraBlue__ec-tate-lean	Tate's algorithm for elliptic curves, executable
KislyjKisel__lean-pod	Low level utils (single precision float, byte spans, unboxed vector, finalization callbacks, fixnums, deque, slotmap etc; implemented via ffi)
KislyjKisel__Raylib.lean	Raylib bindings for Lean4
kkaunda__spgf	Structure in Prime Gaps - Formalized
kkytola__ExtremeValueProject	Fisher–Tippett–Gnedenko theorem
kkytola__VirasoroProject	Witt algebra cohomology and the Virasoro algebra
klavins__LeanBook	Notes on the Foundations of Lean
klavins__LeanW26	Eric'sW26 Course on Lean
kmill__cse290q-25sp	CSE 290Q: Topics in Interactive Theorem Provers
kmill__lean4-raytracer	A simple raytracer written in Lean 4
kmill__LeanTeX	Lean 4 library for pretty printing expressions as LaTeX
kmill__msri2023_graphs	Repository for graph theory & combinatorics group at the MSRI Lean summer school
knowsys__CertifyingDatalog	A certified checker for Datalog entailments, written in Lean
knowsys__Formale-Systeme-in-LEAN	LEAN4 formalization of the undergraduate lecture "Formale Systeme" at TU Dresden (WIP)
Koukyosyumei__PoL	Proof of Lean: Formalizing Blockchain Fundamentals in Lean
Koukyosyumei__Runwai	COMS 6998 (Fall 2025): Refinement-typed DSL for certified AIR constraints and lookups
kth-step__HOL4P4	HOL4 formal syntax, small-step semantics, type system, architecture models and symbolic execution for the P4 language
kylekaba__knuth-fasc8a-ex210	LLM-assisted mathematical results for Exercise 210 from Donald Knuth's "The Art of Computer Programming Volume 4 Pre-Fasicle 8A
lambda-fairy__taleve	Formal model of stacker games in Lean
lambdaclass__supertensor_lean	Verified tensor graph optimization in Lean 4: constructive soundness proofs + equality saturation + verified extraction via e-graph↔circuit bijection + multi-target code generation.
lambdaclass__truth_research	Formally verified equality saturation engine in Lean 4, parameterized by typeclasses. OptiSat provides a domain-agnostic e-graph with 248 theorems
