# source_id<TAB>subject_slug; one source may occur on any number of rows.
kckennylau__EllipticCurve	elliptic-curves
kckennylau__EllipticCurve	algebraic-geometry
kckennylau__EllipticCurve	arithmetic-geometry
KisaraBlue__ec-tate-lean	elliptic-curves
KisaraBlue__ec-tate-lean	arithmetic-geometry
KisaraBlue__ec-tate-lean	p-adic-mathematics
acmepjz__lean-iwasawa	algebraic-number-theory
acmepjz__lean-iwasawa	p-adic-mathematics
acmepjz__lean-iwasawa	commutative-algebra
riccardobrasca__flt3	elementary-number-theory
riccardobrasca__flt3	algebraic-number-theory
riccardobrasca__KummerCriterion	algebraic-number-theory
riccardobrasca__kaplanski4	commutative-algebra
riccardobrasca__kaplanski4	ring-theory
chrisflav__bruhat-tits	group-theory
chrisflav__bruhat-tits	p-adic-mathematics
chrisflav__bruhat-tits	discrete-geometry
smmercuri__adele-ring_locally-compact	algebraic-number-theory
smmercuri__adele-ring_locally-compact	topology
pitmonticone__QuadraticIntegers	algebraic-number-theory
pitmonticone__QuadraticIntegers	ring-theory
MichaelStollBayreuth__Weights	algebraic-geometry
CBirkbeck__uniform-sheafy-tate-domains-lean	commutative-algebra
CBirkbeck__uniform-sheafy-tate-domains-lean	p-adic-mathematics
CBirkbeck__uniform-sheafy-tate-domains-lean	algebraic-geometry
BochaoKong__nullstellensatz	complex-analysis
BochaoKong__nullstellensatz	algebraic-geometry
BochaoKong__nullstellensatz	commutative-algebra
Mathias-Stout__Many-sorted-model-theory	model-theory
Mathias-Stout__Many-sorted-model-theory	logic
Mathias-Stout__Many-sorted-model-theory	field-theory
WuProver__groebner_proj	commutative-algebra
WuProver__groebner_proj	ring-theory
WuProver__groebner_proj	computer-algebra
Hagb__lean-groebner	commutative-algebra
Hagb__lean-groebner	ring-theory
Hagb__lean-groebner	computer-algebra
JJYYY-JJY__lean-normal-forms	linear-algebra
JJYYY-JJY__lean-normal-forms	ring-theory
JJYYY-JJY__lean-normal-forms	computer-algebra
LieLean__LowDimSolvClassification	lie-theory
LieLean__LowDimSolvClassification	linear-algebra
kkytola__VirasoroProject	lie-theory
kkytola__VirasoroProject	homological-algebra
singerng__steinberg-formalization	group-theory
singerng__steinberg-formalization	ring-theory
npflueger__demazure	combinatorics
npflueger__demazure	group-theory
Antoine-dSG__frieze_patterns	combinatorics
Antoine-dSG__frieze_patterns	discrete-geometry
wupr__order-p-q	group-theory
wupr__order-p-q	finite-group-theory
Luka-O__polya-enumeration-theorem	enumerative-combinatorics
Luka-O__polya-enumeration-theorem	group-theory
wwylele__PentagonalNumberTheorem	elementary-number-theory
wwylele__PentagonalNumberTheorem	combinatorics
b-mehta__PrimeCert	elementary-number-theory
b-mehta__PrimeCert	verification
hanwenzhu__miller-rabin	elementary-number-theory
hanwenzhu__miller-rabin	verification
amellendijk__selberg-sieve4	analytic-number-theory
samuelborza__IsTranscendentalPi	complex-analysis
ahhwuhu__zeta_3_irrational	analytic-number-theory
teorth__sendov	complex-analysis
AxiomMath__fel-polynomial	commutative-algebra
AxiomMath__fel-polynomial	combinatorics
math-inc__FrontierMathOpen-Hypergraphs	combinatorics
math-inc__FrontierMathOpen-Hypergraphs	graph-theory
thefundamentaltheor3m__Sphere-Packing-Lean	lattices
thefundamentaltheor3m__Sphere-Packing-Lean	discrete-geometry
thefundamentaltheor3m__Sphere-Packing-Lean	convex-geometry
thefundamentaltheor3m__Sphere-Packing-Lean	linear-algebra
mariainesdff__HassePrinciple	quadratic-forms
mariainesdff__HassePrinciple	algebraic-number-theory
mariainesdff__HassePrinciple	field-theory
mariainesdff__HassePrinciple	linear-algebra
roed-math__gq2-lean	quadratic-forms
roed-math__gq2-lean	p-adic-mathematics
roed-math__gq2-lean	algebraic-number-theory
MichaelStollBayreuth__LegendreQF	quadratic-forms
MichaelStollBayreuth__LegendreQF	elementary-number-theory
MichaelStollBayreuth__LegendreQF	linear-algebra
jonhanke__quadratic_forms_in_lean	quadratic-forms
jonhanke__quadratic_forms_in_lean	linear-algebra
leanprover__hex-lll	lattices
leanprover__hex-lll	linear-algebra
leanprover__hex-lll	verification
leanprover__hex-lll	computer-algebra
Jun2M__Main-theorem-of-polytopes	discrete-geometry
Jun2M__Main-theorem-of-polytopes	convex-geometry
Jun2M__Main-theorem-of-polytopes	combinatorics
jsm28__AperiodicMonotilesLean	discrete-geometry
jsm28__AperiodicMonotilesLean	combinatorics
dwrensha__Rupert.lean	convex-geometry
dwrensha__Rupert.lean	discrete-geometry
vasnesterov__HadwigerNelson	graph-theory
vasnesterov__HadwigerNelson	discrete-geometry
teorth__analysis	real-analysis
teorth__analysis	metric-spaces
fpvandoorn__carleson	harmonic-analysis
fpvandoorn__carleson	real-analysis
fpvandoorn__carleson	measure-theory
fpvandoorn__BonnAnalysis	functional-analysis
fpvandoorn__BonnAnalysis	real-analysis
leanprover-community__sphere-eversion	differential-geometry
leanprover-community__sphere-eversion	topology
leanprover-community__sphere-eversion	homotopy-theory
RemyDegenne__brownian-motion	probability
RemyDegenne__brownian-motion	stochastic-processes
RemyDegenne__brownian-motion	measure-theory
RemyDegenne__testing-lower-bounds	probability
RemyDegenne__testing-lower-bounds	information-theory
oliver-butterley__SpectralThm	functional-analysis
oliver-butterley__SpectralThm	spectral-theory
oliver-butterley__SpectralThm	linear-algebra
girving__ray	complex-analysis
girving__ray	dynamical-systems
girving__interval	numerical-analysis
girving__interval	verification
leanprover-community__lean-liquid	category-theory
leanprover-community__lean-liquid	homological-algebra
leanprover-community__lean-perfectoid-spaces	algebraic-geometry
leanprover-community__lean-perfectoid-spaces	arithmetic-geometry
leanprover-community__lean-perfectoid-spaces	p-adic-mathematics
dagurtomas__lean-solid	category-theory
dagurtomas__lean-solid	homological-algebra
ImperialCollegeLondon__condensed-sets	category-theory
ImperialCollegeLondon__condensed-sets	topology
ImperialCollegeLondon__condensed-sets	homological-algebra
AlexKontorovich__CoveringSpacesProject	topology
AlexKontorovich__CoveringSpacesProject	algebraic-topology
mccorvie__classification-of-surfaces	topology
mccorvie__classification-of-surfaces	algebraic-topology
loganrjmurphy__LeanEuclid	synthetic-geometry
urkud__SardMoreira	differential-geometry
urkud__SardMoreira	real-analysis
kebekus__ProjectVD	complex-analysis
vbeffara__RMT4	complex-analysis
scottnarmstrong__DeGiorgi	real-analysis
scottnarmstrong__DeGiorgi	partial-differential-equations
scottnarmstrong__DeGiorgi	functional-analysis
uda-lab__leray-hopf	partial-differential-equations
uda-lab__leray-hopf	functional-analysis
uda-lab__leray-hopf	real-analysis
weiran-sun__pde	partial-differential-equations
weiran-sun__pde	real-analysis
weiran-sun__pde	functional-analysis
cameronfreer__exchangeability	probability
cameronfreer__exchangeability	measure-theory
YellPika__quasi-borel-spaces	probability
YellPika__quasi-borel-spaces	measure-theory
YellPika__quasi-borel-spaces	category-theory
mrdouglasny__OSforGFF	probability
mrdouglasny__OSforGFF	mathematical-physics
mrdouglasny__OSforGFF	functional-analysis
FredRaj3__SemicircleLaw	probability
FredRaj3__SemicircleLaw	spectral-theory
FredRaj3__SemicircleLaw	linear-algebra
dududuguo__HighDimProb	probability
dududuguo__HighDimProb	linear-algebra
lua-vr__pointwise-birkhoff	dynamical-systems
lua-vr__pointwise-birkhoff	measure-theory
lua-vr__pointwise-birkhoff	real-analysis
kkytola__ExtremeValueProject	probability
kkytola__ExtremeValueProject	stochastic-processes
roos-j__lean-booleanfun	combinatorics
roos-j__lean-booleanfun	probability
roos-j__lean-booleanfun	harmonic-analysis
sven-manthe__A-formalization-of-Borel-determinacy-in-Lean	set-theory
sven-manthe__A-formalization-of-Borel-determinacy-in-Lean	logic
YnirPaz__PCF-Theory	set-theory
VTrelat__ZFLean	set-theory
VTrelat__ZFLean	logic
teorth__equational_theories	universal-algebra
teorth__equational_theories	logic
teorth__equational_theories	combinatorics
teorth__pfr	additive-combinatorics
YaelDillies__cam-combi	combinatorics
YaelDillies__cam-combi	graph-theory
YaelDillies__cam-combi	probability
YaelDillies__apap	additive-combinatorics
apnelson1__Matroid	matroid-theory
Ivan-Sergeyev__seymour	matroid-theory
Ivan-Sergeyev__seymour	graph-theory
madvorak__vcsp	combinatorics
madvorak__vcsp	optimization
madvorak__duality	linear-algebra
madvorak__duality	optimization
siddhartha-gadgil__Polylean	group-theory
leanprover-community__con-nf	set-theory
leanprover-community__con-nf	logic
flypitch__flypitch	set-theory
flypitch__flypitch	logic
FormalizedFormalLogic__Foundation	logic
FormalizedFormalLogic__Foundation	computability
avigad__lamr	logic
avigad__lamr	computability
vihdzp__combinatorial-games	combinatorics
vihdzp__combinatorial-games	game-theory
leanprover-community__add-combi	additive-combinatorics
b-mehta__AharoniKorman	combinatorics
celioboulay__expander-graphs	graph-theory
celioboulay__expander-graphs	combinatorics
mitchell-horner__ErdosStoneSimonovitsKovariSosTuran	graph-theory
mitchell-horner__ErdosStoneSimonovitsKovariSosTuran	combinatorics
DhyeyMavani2003__chip-firing-with-lean	graph-theory
DhyeyMavani2003__chip-firing-with-lean	combinatorics
DhyeyMavani2003__chip-firing-with-lean	algebraic-geometry
SamuelSchlesinger__sensitivity-conjecture	combinatorics
SamuelSchlesinger__sensitivity-conjecture	computability
PierreSenellart__descriptive-complexity	logic
PierreSenellart__descriptive-complexity	computability
ctchou__AutomataTheory	automata-theory
ctchou__AutomataTheory	computability
madvorak__chomsky	formal-language-theory
madvorak__chomsky	automata-theory
madvorak__chomsky	computability
FormalizedFormalLogic__Incompleteness	logic
codyroux__traat-lean	logic
codyroux__traat-lean	formal-semantics
lecopivo__SciLean	scientific-computing
lecopivo__SciLean	numerical-analysis
lecopivo__SciLean	optimization
leanprover-community__physlib	mathematical-physics
leanprover-community__physlib	differential-geometry
leanprover-community__physlib	quantum-information
leanprover-community__physlib	lie-theory
Timeroot__Lean-QuantumInfo	quantum-information
optsuite__optlib	optimization
verified-optimization__CvxLean	optimization
ufmg-smite__lean-smt	logic
ufmg-smite__lean-smt	verification
eric-wieser__lean-matrix-cookbook	linear-algebra
leanprover__cslib	programming-languages
leanprover__cslib	verification
leanprover__cslib	computability
leanprover-community__iris-lean	logic
leanprover-community__iris-lean	formal-semantics
leanprover-community__iris-lean	verification
or4nge19__NeuralNetworks	optimization
or4nge19__NeuralNetworks	statistics
or4nge19__NeuralNetworks	scientific-computing
shetzl__autth	automata-theory
shetzl__autth	computability
leanprover__hex	linear-algebra
leanprover__hex	ring-theory
leanprover__hex	computer-algebra
leanprover__hex	verification
todbeibrot__Lean-Oscar	computer-algebra
todbeibrot__Lean-Oscar	scientific-computing
girving__series	ring-theory
girving__series	complex-analysis
alerad__leancert	numerical-analysis
alerad__leancert	real-analysis
alerad__leancert	verification
Timeroot__ComputableReal	computability
Timeroot__ComputableReal	real-analysis
josephmckinsey__Flean	numerical-analysis
josephmckinsey__Flean	verification
alok__lean-inf	field-theory
alok__lean-inf	real-analysis
Verified-zkEVM__CompPoly	ring-theory
Verified-zkEVM__CompPoly	computer-algebra
leanprover__sos	optimization
leanprover__sos	ring-theory
leanprover__sos	real-analysis
lecopivo__LeanBLAS	linear-algebra
lecopivo__LeanBLAS	numerical-analysis
leanprover__TensorLib	linear-algebra
leanprover__TensorLib	scientific-computing
astrainfinita__Algorithm	verification
GasStationManager__ArtificialAlgorithms	verification
LeanMachineLearning__LML	optimization
LeanMachineLearning__LML	statistics
LeanMachineLearning__LML	probability
Hayata-Yamasaki-Group__lean-quantum	quantum-information
LionSR__TNLean	quantum-information
LionSR__TNLean	linear-algebra
LionSR__TNLean	mathematical-physics
formal-applied-math__formal-mathfin	probability
formal-applied-math__formal-mathfin	stochastic-processes
formal-applied-math__formal-mathfin	financial-mathematics
Lean-MoDS__StatsMLlib	probability
Lean-MoDS__StatsMLlib	statistics
Lean-MoDS__StatsMLlib	optimization
math-xmum__gametheory	game-theory
math-xmum__gametheory	optimization
rocq-prover__rocq	logic
rocq-prover__rocq	type-theory
rocq-prover__rocq	computability
rocq-prover__stdlib	logic
rocq-prover__stdlib	set-theory
rocq-prover__stdlib	elementary-number-theory
rocq-prover__stdlib	order-theory
UniMath__UniMath	category-theory
UniMath__UniMath	higher-category-theory
UniMath__UniMath	type-theory
UniMath__UniMath	homotopy-type-theory
UniMath__UniMath	homotopy-theory
HoTT__Coq-HoTT	type-theory
HoTT__Coq-HoTT	homotopy-type-theory
HoTT__Coq-HoTT	homotopy-theory
HoTT__Coq-HoTT	higher-group-theory
inQWIRE__QuantumLib	quantum-information
inQWIRE__QuantumLib	linear-algebra
inQWIRE__QuantumLib	finite-group-theory
inQWIRE__QuantumLib	probability
math-comp__math-comp	finite-algebra
math-comp__math-comp	group-theory
math-comp__math-comp	finite-group-theory
math-comp__math-comp	ring-theory
math-comp__math-comp	field-theory
math-comp__math-comp	linear-algebra
math-comp__math-comp	combinatorics
math-comp__analysis	real-analysis
math-comp__analysis	measure-theory
math-comp__analysis	probability
math-comp__analysis	topology
math-comp__analysis	functional-analysis
math-comp__odd-order	group-theory
math-comp__odd-order	finite-group-theory
rocq-community__fourcolor	graph-theory
rocq-community__fourcolor	combinatorics
rocq-community__fourcolor	discrete-geometry
rocq-community__corn	logic
rocq-community__corn	real-analysis
rocq-community__corn	topology
GeoCoq__GeoCoq	synthetic-geometry
GeoCoq__GeoCoq	algebraic-geometry
AbsInt__CompCert	formal-semantics
AbsInt__CompCert	programming-languages
AbsInt__CompCert	verification
iris__iris	logic
iris__iris	formal-semantics
iris__iris	programming-languages
iris__iris	verification
iris__stdpp	programming-languages
iris__stdpp	verification
iris__stdpp	finite-algebra
thery__coqprime	elementary-number-theory
thery__coqprime	elliptic-curves
thery__coqprime	arithmetic-geometry
thery__coqprime	verification
jwiegley__category-theory	category-theory
uwplse__verdi	formal-semantics
uwplse__verdi	programming-languages
uwplse__verdi	verification
IBM__FormalML	probability
IBM__FormalML	measure-theory
IBM__FormalML	stochastic-processes
IBM__FormalML	statistics
formal-land__rocq-of-rust	formal-semantics
formal-land__rocq-of-rust	programming-languages
formal-land__rocq-of-rust	verification
thery__Selinger	quantum-information
thery__Selinger	linear-algebra
thery__Selinger	elementary-number-theory
agda__agda-stdlib	universal-algebra
agda__agda-stdlib	order-theory
agda__agda-stdlib	logic
agda__agda-stdlib	finite-algebra
agda__agda-stdlib	combinatorics
agda__cubical	type-theory
agda__cubical	homotopy-type-theory
agda__cubical	homotopy-theory
agda__cubical	category-theory
agda__cubical	higher-category-theory
agda__agda-categories	category-theory
agda__agda-categories	higher-category-theory
the1lab__1lab	type-theory
the1lab__1lab	homotopy-type-theory
the1lab__1lab	category-theory
the1lab__1lab	higher-category-theory
martinescardo__TypeTopology	type-theory
martinescardo__TypeTopology	homotopy-type-theory
martinescardo__TypeTopology	topology
martinescardo__TypeTopology	logic
martinescardo__TypeTopology	domain-theory
HoTT-Intro__Agda	type-theory
HoTT-Intro__Agda	homotopy-type-theory
isabelle-prover__mirror-isabelle	logic
isabelle-prover__mirror-isabelle	set-theory
isabelle-prover__mirror-isabelle	group-theory
isabelle-prover__mirror-isabelle	ring-theory
isabelle-prover__mirror-isabelle	linear-algebra
isabelle-prover__mirror-isabelle	elementary-number-theory
isabelle-prover__mirror-isabelle	topology
isabelle-prover__mirror-isabelle	real-analysis
isabelle-prover__mirror-isabelle	complex-analysis
isabelle-prover__mirror-isabelle	measure-theory
isabelle-prover__mirror-isabelle	probability
isabelle-prover__mirror-isabelle	combinatorics
isabelle-prover__mirror-afp-devel	logic
isabelle-prover__mirror-afp-devel	set-theory
isabelle-prover__mirror-afp-devel	category-theory
isabelle-prover__mirror-afp-devel	group-theory
isabelle-prover__mirror-afp-devel	ring-theory
isabelle-prover__mirror-afp-devel	commutative-algebra
isabelle-prover__mirror-afp-devel	linear-algebra
isabelle-prover__mirror-afp-devel	representation-theory
isabelle-prover__mirror-afp-devel	elementary-number-theory
isabelle-prover__mirror-afp-devel	algebraic-number-theory
isabelle-prover__mirror-afp-devel	analytic-number-theory
isabelle-prover__mirror-afp-devel	algebraic-geometry
isabelle-prover__mirror-afp-devel	topology
isabelle-prover__mirror-afp-devel	algebraic-topology
isabelle-prover__mirror-afp-devel	differential-geometry
isabelle-prover__mirror-afp-devel	discrete-geometry
isabelle-prover__mirror-afp-devel	real-analysis
isabelle-prover__mirror-afp-devel	complex-analysis
isabelle-prover__mirror-afp-devel	functional-analysis
isabelle-prover__mirror-afp-devel	measure-theory
isabelle-prover__mirror-afp-devel	probability
isabelle-prover__mirror-afp-devel	dynamical-systems
isabelle-prover__mirror-afp-devel	combinatorics
isabelle-prover__mirror-afp-devel	graph-theory
isabelle-prover__mirror-afp-devel	optimization
isabelle-prover__mirror-afp-devel	formal-semantics
isabelle-prover__mirror-afp-devel	programming-languages
isabelle-prover__mirror-afp-devel	verification
seL4__l4v	logic
seL4__l4v	formal-semantics
seL4__l4v	programming-languages
seL4__l4v	verification
jrh13__hol-light	logic
jrh13__hol-light	group-theory
jrh13__hol-light	ring-theory
jrh13__hol-light	linear-algebra
jrh13__hol-light	elementary-number-theory
jrh13__hol-light	analytic-number-theory
jrh13__hol-light	topology
jrh13__hol-light	differential-geometry
jrh13__hol-light	real-analysis
jrh13__hol-light	complex-analysis
jrh13__hol-light	functional-analysis
jrh13__hol-light	measure-theory
jrh13__hol-light	probability
flyspeck__flyspeck	discrete-geometry
flyspeck__flyspeck	convex-geometry
flyspeck__flyspeck	real-analysis
flyspeck__flyspeck	linear-algebra
HOL-Theorem-Prover__HOL	logic
HOL-Theorem-Prover__HOL	group-theory
HOL-Theorem-Prover__HOL	ring-theory
HOL-Theorem-Prover__HOL	linear-algebra
HOL-Theorem-Prover__HOL	real-analysis
HOL-Theorem-Prover__HOL	formal-semantics
HOL-Theorem-Prover__HOL	programming-languages
HOL-Theorem-Prover__HOL	verification
CakeML__cakeml	formal-semantics
CakeML__cakeml	programming-languages
CakeML__cakeml	verification
CakeML__candle	logic
CakeML__candle	formal-semantics
CakeML__candle	programming-languages
CakeML__candle	verification
HOLMS-lib__HOLMS	logic
HOLMS-lib__HOLMS	modal-type-theory
HOLMS-lib__HOLMS	formal-semantics
kth-step__HOL4P4	formal-semantics
kth-step__HOL4P4	programming-languages
kth-step__HOL4P4	verification
CakeML__game-of-life	combinatorics
CakeML__game-of-life	formal-semantics
CakeML__game-of-life	verification
Mizar__MML-current	logic
Mizar__MML-current	set-theory
Mizar__MML-current	category-theory
Mizar__MML-current	group-theory
Mizar__MML-current	ring-theory
Mizar__MML-current	commutative-algebra
Mizar__MML-current	linear-algebra
Mizar__MML-current	elementary-number-theory
Mizar__MML-current	algebraic-number-theory
Mizar__MML-current	algebraic-geometry
Mizar__MML-current	topology
Mizar__MML-current	real-analysis
Mizar__MML-current	complex-analysis
Mizar__MML-current	measure-theory
Mizar__MML-current	probability
Mizar__MML-current	combinatorics
Mizar__MML-current	graph-theory
metamath__set.mm	logic
metamath__set.mm	set-theory
metamath__set.mm	elementary-number-theory
metamath__set.mm	group-theory
metamath__set.mm	ring-theory
metamath__set.mm	linear-algebra
metamath__set.mm	topology
metamath__set.mm	real-analysis
metamath__set.mm	complex-analysis
digama0__mm0	logic
digama0__mm0	set-theory
digama0__mm0	verification
acl2__acl2	logic
acl2__acl2	computability
acl2__acl2	formal-semantics
acl2__acl2	verification
acl2__acl2	computer-algebra
nasa__pvslib	logic
nasa__pvslib	linear-algebra
nasa__pvslib	real-analysis
nasa__pvslib	differential-geometry
nasa__pvslib	numerical-analysis
nasa__pvslib	optimization
nasa__pvslib	formal-semantics
nasa__pvslib	verification
SRI-CSL__PVS	logic
SRI-CSL__PVS	formal-semantics
SRI-CSL__PVS	verification
standardml__twelf	type-theory
standardml__twelf	logic
standardml__twelf	category-theory
standardml__twelf	formal-semantics
standardml__twelf	programming-languages
